id,name,name_norm,uic,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,entur_id,entur_is_enabled
30255,Jédula,Jedula,NA,36.723889,-5.93000000000006,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30256,Jerez del Marquesado,Jerez del Marquesado,NA,37.1843404,-3.1591421,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30257,Jerez de los Caballeros,Jerez de los Caballeros,NA,38.31667,-6.76667,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30258,Jódar,Jodar,NA,37.840679,-3.350359,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30259,Jorba,Jorba,NA,41.6009267,1.5463583,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30260,Jubrique,Jubrique,NA,36.5647361,-5.21524969999996,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30261,Jumilla,Jumilla,NA,38.47917,-1.325,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30262,La Adrada,La Adrada,NA,40.3015037,-4.6361166,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30263,La Aguilera,La Aguilera,NA,41.732,-3.77,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30264,La Alamedilla,La Alamedilla,NA,40.462225,-6.811675,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30265,La Alberca de Záncara,La Alberca de Zancara,NA,39.5146303,-2.4968683,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30266,La Albuera,La Albuera,NA,38.71779,-6.82326,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30267,La Almarcha,La Almarcha,NA,39.6873536,-2.3809105,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30268,La Antilla,La Antilla,NA,37.20709,-7.20909,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30269,La Atalaya,La Atalaya,NA,37.1981812,-4.4537485,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30270,La Aulaga,La Aulaga,NA,37.6849415,-6.3999164,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30271,La Bisbal,La Bisbal,NA,41.962059000000004,3.03869,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30272,La Cabrera,La Cabrera,NA,40.86386,-3.61265,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30273,La Cañada de Verich,La Canada de Verich,NA,40.8661241,-0.0995038999999451,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30274,La Carlota,La Carlota,NA,37.67359,-4.93122,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30275,La Carolina,La Carolina,NA,38.276115,-3.614103,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30276,La Cerca,La Cerca,NA,42.97248,-3.427,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30277,La Cerollera,La Cerollera,NA,40.8396009,-0.0557019999999966,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30278,La Codosera,La Codosera,NA,39.2075633,-7.1722917,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30279,La Coma,La Coma,NA,42.1760517,1.5907105,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30280,Lacort,Lacort,NA,42.47377,-0.03072,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30281,La Cumbre,La Cumbre,NA,39.444371,-5.995785,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30282,La Dehesa,La Dehesa,NA,37.7138062,-6.582009,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30283,La Estrella,La Estrella,NA,39.68959,-5.09346,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30284,La Fatarella,La Fatarella,NA,41.1621105,0.473679800000014,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30285,La Felipa,La Felipa,NA,39.0405313,-1.7015432,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30286,La Font de la Figuera,La Font de la Figuera,NA,38.8057318,-0.8765083,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30287,La Fresneda,La Fresneda,NA,40.9277346,0.0752607,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30288,La Fuencaliente,La Fuencaliente,NA,39.1858442,-4.0257032,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30289,La Gándara,La Gandara,NA,43.1952123,-3.5664023,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30290,Lagartera,Lagartera,NA,39.985686,-5.23491,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30291,Lagata,Lagata,NA,41.2397675,-0.805002699999932,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30292,La Ginebrosa,La Ginebrosa,NA,40.8705128,-0.134581300000036,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30293,La Granada,La Granada,NA,41.37535,1.72059,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30294,La Guarda,La Guarda,NA,38.7971332,-5.7055862,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30295,Laguna Dalga,Laguna Dalga,NA,42.3321095,-5.7523644,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30296,La Horra,La Horra,NA,41.7415221,-3.8744391,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30297,La Joya,La Joya,NA,36.9326464,-4.6234642,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30298,La Lama,La Lama,NA,42.3982488,-8.4415433,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30299,La Lapa,La Lapa,NA,38.4531543,-6.5193087,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30300,La Luisiana,La Luisiana,NA,37.528364,-5.250671,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30301,La Magdalena,La Magdalena,NA,42.7845657,-5.7977653,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30302,La Manga del Mar Menor,La Manga del Mar Menor,NA,37.6412864143144,-0.716514587402344,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30303,La Marina,La Marina,NA,38.145951,-0.6455077,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30304,La Mata de los Olmos,La Mata de los Olmos,NA,40.86592,-0.52116,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30305,La Morera,La Morera,NA,38.5460697,-6.6524535,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30306,La Nava de Ricomalillo,La Nava de Ricomalillo,NA,39.65142,-4.9902022,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30307,La Nava de Santiago,La Nava de Santiago,NA,39.0628542,-6.5049764,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30308,Landete,Landete,NA,39.9077196,-1.367422,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30309,Langa de Duero,Langa de Duero,NA,41.6097124,-3.4036256,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30310,Lanjarón,Lanjaron,NA,36.918382,-3.47993,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30311,Lanzahíta,Lanzahita,NA,40.2039747,-4.9367722,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30312,La Parra,La Parra,NA,38.5212,-6.6226,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30313,la Pasarela,la Pasarela,NA,39.4748,-4.40097,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30314,La Peña,La Pena,NA,41.173242,-6.519469,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30315,La Pesquera,La Pesquera,NA,39.5726263,-1.58505990000003,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30316,La Plana de Mont-Ros,La Plana de Mont-Ros,NA,42.381822,0.964543999999933,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30317,La Portera,La Portera,NA,39.402798,-1.1030515,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30318,La Puebla de Almoradiel,La Puebla de Almoradiel,NA,39.5971578,-3.1202628,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30319,La Puebla de Cazalla,La Puebla de Cazalla,NA,37.22155,-5.31153,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30320,La Puebla de Montalbán,La Puebla de Montalban,NA,39.8701877,-4.3571896,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30321,La Puerta de Segura,La Puerta de Segura,NA,38.35293,-2.73956,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30322,La Ràpita,La Rapita,NA,41.310338,1.649309,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30323,La Redonda,La Redonda,NA,40.909654,-6.751305,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30324,La Redondela,La Redondela,NA,37.22248,-7.2694,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30325,La Riera,La Riera,NA,43.15982,-6.26182,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30326,Lario,Lario,NA,43.03987,-5.09348,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30327,Laroá,Laroa,NA,42.0048831,-7.698711,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30328,la Romera,la Romera,NA,36.98407,-5.51035,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30329,Larraga,Larraga,NA,42.5569085,-1.8501234,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30330,La Rua,La Rua,NA,42.145525,1.1564306,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30331,Las Casas,Las Casas,NA,39.033772,-3.98776,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30332,Lascellas-Ponzano,Lascellas-Ponzano,NA,42.077419,-0.08256,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30333,Las Cuatro Higueras,Las Cuatro Higueras,NA,37.2805119,-1.8098544,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30334,Las Herencias,Las Herencias,NA,39.8687275,-4.9214629,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30335,Las Hunfrías,Las Hunfrias,NA,39.5912743,-4.8777434,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30336,Las Labores,Las Labores,NA,39.2741004,-3.5193001,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30337,Las Mesas,Las Mesas,NA,39.3877846,-2.7642851,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30338,Las Mestas,Las Mestas,NA,40.4255649,-6.1457396,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30339,La Solana,La Solana,NA,38.94212,-3.24067,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30340,Las Pajanosas,Las Pajanosas,NA,37.56667,-6.1,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30341,Las Pedroñeras,Las Pedroneras,NA,39.4480026,-2.6760251,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30342,Las Peralosas,Las Peralosas,NA,39.1584208,-4.0650739,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30343,Las Salas,Las Salas,NA,42.935404,-5.10380129999999,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30344,Las Torres,Las Torres,NA,37.32992,-3.69877,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30345,Lastres,Lastres,NA,43.51401,-5.26983,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30346,Las Ventas Con Peña Aguilera,Las Ventas Con Pena Aguilera,NA,39.6111418,-4.230006,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30347,Las Ventas de Retamosa,Las Ventas de Retamosa,NA,40.1558744,-4.1155911,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30348,Las Zomas,Las Zomas,NA,39.9850676,-2.0270129,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30349,La Vid,La Vid,NA,41.631577,-3.491616,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30350,Laxe,Laxe,NA,43.2212167,-9.0063506,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30351,Layos,Layos,NA,39.77585,-4.06315,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30352,La Zarza,La Zarza,NA,38.8185613,-6.2176867,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30353,Lécera,Lecera,NA,41.202831,-0.7082039,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30354,Ledaña,Ledana,NA,39.3548629,-1.7158445,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30355,Ledanca,Ledanca,NA,40.868834,-2.8433743,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30356,Leiro,Leiro,NA,42.3714241,-8.1240325,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30357,Leitza,Leitza,NA,43.08333,-1.91667,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30358,Lekunberri,Lekunberri,NA,43.0050457,-1.8964922,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30359,Lemoa,Lemoa,NA,43.208637,-2.77511370000002,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30360,Lentegí,Lentegi,NA,36.835938,-3.674351,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30361,Lerín,Lerin,NA,42.4837725,-1.9722513,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30362,Lesaka,Lesaka,NA,43.2473876,-1.70219369999995,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30363,Les Cabanyes,Les Cabanyes,NA,41.36969,1.69129,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30364,Les Gunyoles,Les Gunyoles,NA,41.3538,1.78186,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30365,Les Llosses,Les Llosses,NA,42.1504834,2.1158758,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30366,Les Piles,Les Piles,NA,41.5050677,1.3422471,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30367,Letux,Letux,NA,41.2548506,-0.80262330000005,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30368,Libros,Libros,NA,40.162074,-1.2340667,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30369,Liedena,Liedena,NA,42.613026,-1.264445,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30370,Liesa,Liesa,NA,42.13625,-0.22061,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30371,Liétor,Lietor,NA,38.5416545,-1.9532994,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30372,Liguerre De Cinca,Liguerre De Cinca,NA,42.28635,0.21457,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30373,Lillo,Lillo,NA,39.7219454,-3.3069278,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30374,Liñares (Lugo),Linares (Lugo),NA,42.69822,-7.07415,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30375,Linares de la Sierra,Linares de la Sierra,NA,37.8794719,-6.6213949,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30376,Linares de Riofrío,Linares de Riofrio,NA,40.5784272,-5.9185666,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30377,Linás de Broto,Linas de Broto,NA,42.6191226,-0.1691052,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30378,Litera,Litera,NA,42.1318956,0.6389918,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30379,Llánaves,Llanaves,NA,43.0541504,-4.80007150000006,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30380,Llanos del Caudillo,Llanos del Caudillo,NA,39.1180186,-3.3527459,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30381,Llardecans,Llardecans,NA,41.3742112,0.5500109,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30382,Llavorsí,Llavorsi,NA,42.49515,1.21101,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30383,Llera,Llera,NA,38.4480946,-6.0573444,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30384,Llesp,Llesp,NA,42.4570083,0.7590806,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30385,Logrosán,Logrosan,NA,39.3370253,-5.4869394,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30386,Lo Pagán,Lo Pagan,NA,37.8269527,-0.7767543,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30387,Losadilla,Losadilla,NA,42.2638946,-6.6240661,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30388,Los Alcázares,Los Alcazares,NA,37.74425,-0.85041,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30389,Los Anguijes,Los Anguijes,NA,38.8377267,-1.9628931,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30390,Los Arcos,Los Arcos,NA,42.5684868,-2.1916542,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30391,Losar de la Vera,Losar de la Vera,NA,40.1218974,-5.6072679,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30392,Los Badalejos,Los Badalejos,NA,36.3713788,-5.87429750000001,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30393,Los Bayos,Los Bayos,NA,42.89443,-6.20811,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30394,Los Belones,Los Belones,NA,37.6241301,-0.7782418,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30395,Los Caños de Meca,Los Canos de Meca,NA,36.18583,-6.00763,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30396,Los Carriones,Los Carriones,NA,37.6875719,-2.6671766,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30397,Los Corrales,Los Corrales,NA,37.09918,-4.98429,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30398,Los Cortijos,Los Cortijos,NA,39.312608,-4.035921,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30399,Loscos,Loscos,NA,41.08108,-1.04433,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30400,Los Guadalperales,Los Guadalperales,NA,39.0840628,-5.6266712,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30401,Los Hinojosos,Los Hinojosos,NA,39.6033606,-2.8265503,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30402,Los Isidros,Los Isidros,NA,39.4206143,-1.2944401,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30403,Los Lobos,Los Lobos,NA,37.308056,-1.764444,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30404,Los Montesinos,Los Montesinos,NA,38.0277269,-0.744964,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30405,Los Narejos,Los Narejos,NA,37.75904,-0.83668,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30406,Los Navalmorales,Los Navalmorales,NA,39.7255956,-4.6411523,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30407,Los Navalucillos,Los Navalucillos,NA,39.66502,-4.64246,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30408,Los Olmos,Los Olmos,NA,40.87715,-0.48710630000005,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30409,Los Palacios,Los Palacios,NA,38.09013,-0.72799,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30410,Los Pedrones,Los Pedrones,NA,39.3356725,-1.0837354,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30411,Los Pocicos,Los Pocicos,NA,38.751049,-1.9538222,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30412,Los Pozuelos,Los Pozuelos,NA,38.783298,-1.1667,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30413,Los Rubios,Los Rubios,NA,38.2177778,-5.53,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30414,Los Yébenes,Los Yebenes,NA,39.5811405,-3.8693481,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30415,Lucainena,Lucainena,NA,37.0407929,-2.201005,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30416,Lucena,Lucena,NA,37.408806541595,-4.48522210121155,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30417,Lucenza,Lucenza,NA,41.9535987,-7.6222735,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30418,Ludeiro,Ludeiro,NA,42.7753543,-7.9533271,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30419,Lugros,Lugros,NA,37.2296017,-3.2413929,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30420,Lumbrales,Lumbrales,NA,40.936111,-6.71816,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30421,Lumbreras,Lumbreras,NA,42.104774,-2.621887,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30422,Luzón,Luzon,NA,41.0264377,-2.2771971,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30423,Macael,Macael,NA,37.3320032,-2.3033621,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30424,Maçaners,Macaners,NA,42.2337795,1.7768569,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30425,Macedo,Macedo,NA,43.0072454,-7.80263749999995,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30426,Madridejos,Madridejos,NA,39.472279,-3.53159,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30427,Madrigal,Madrigal,NA,41.0896,-4.99832,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30428,Madrigal de la Vera,Madrigal de la Vera,NA,40.14832,-5.36925,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30429,Madrigueras,Madrigueras,NA,39.2360959,-1.8000641,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30430,Maella,Maella,NA,41.12251,0.13926,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30431,Maello,Maello,NA,40.807949,-4.50971,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30432,Mafet,Mafet,NA,41.8082778,1.079375,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30433,Magacela,Magacela,NA,38.8958587,-5.7341142,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30434,Magán,Magan,NA,39.9600417,-3.9308482,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30435,Mahora,Mahora,NA,39.2134337,-1.7242265,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30436,Maials,Maials,NA,41.3637747,0.5033397,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30437,Mairena,Mairena,NA,37.372893,-5.746249,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30438,Malacuera,Malacuera,NA,40.7544251,-2.8299769,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30439,Malagon,Malagon,NA,39.16708,-3.85213,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30440,Malcocinado,Malcocinado,NA,38.1224951,-5.69144510000001,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30441,Malpartida de la Serena,Malpartida de la Serena,NA,38.6750277,-5.6398802,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30442,Mañaria,Manaria,NA,43.1384353,-2.6605025,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30443,Mancha Real,Mancha Real,NA,37.78627,-3.61226,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30444,Manchita,Manchita,NA,38.8139506,-6.0196213,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30445,Manzaneda,Manzaneda,NA,42.30962,-7.23209,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30446,Manzaneruela,Manzaneruela,NA,39.9259066,-1.293317,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30447,Maqueda,Maqueda,NA,40.07728,-4.35746,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30448,Maranchón,Maranchon,NA,41.0479996,-2.204608,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30449,Margalef,Margalef,NA,41.2848324,0.7534295,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30450,Maro,Maro,NA,36.7584,-3.84289,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30451,Martín de la Jara,Martin de la Jara,NA,37.10867,-4.96347,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30452,Martinet,Martinet,NA,42.35956,1.69584,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
30453,Martos,Martos,NA,37.721072,-3.972645,NA,ES,Europe/Madrid,TRUE,FALSE,FALSE,NA,FALSE
